#timestamp|callsign|vessel|latitude|longitude
1631141700000|ZMA2422|DISCOVERY III|-36.83991|174.75087333333335
1631142000000|ZMZ4489|HARBOURCAT|-36.83788333333333|174.87443833333333
1631141940000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75492333333332
1631142022000|ZMW7964|KORORA|-36.84133666666666|174.767305
1631141940000|ZMR3723|OSPREY|-36.840265|174.75029666666666
1631142000000|ZMU5423|SEABRIDGE|-36.83638|174.80149333333333
1631142000000|ZMV7638|SEAMASTER|-36.84213166666667|174.89942166666665
1631141820000|ZMR3466|SEAWAY II|-36.8589|174.94141333333334
1631142000000|ZMV7877|SERENITY|-36.80781|174.90125166666667
1631142019000|ZMU2646|TE KOTUKU|-36.84193166666667|174.76671
1631141880000|ZMR2981|TIGER CAT|-36.840741666666666|174.76757833333335
1631142022000|ZMX2703|TOREA|-36.78082333333333|174.99131166666666
1631142018000|ZMX8794|IKA KAKAHI|-36.83915666666667|174.75139666666666
1631142000000|ZMG2004|ADVENTURER|-36.83918833333333|174.767205
1631142047000|ZMG3426|KEKENO|-36.842346666666664|174.76633833333332
1631142046000|ZMS7101|CLIPPER II|-36.88971333333333|174.98972
1631142053000|ZMT3984|CLIPPER 3|-36.88957666666666|174.98965333333334
1631142045000|ZMU7402|D6 |-36.841025|174.76743333333334
1631142052000|ZME7070|D7 |-36.82735666666667|174.72206666666668
1631142000000|ZMZ6487|DISCOVERY I|-36.84249333333333|174.76256333333333
1631141700000|ZMA2422|DISCOVERY III|-36.83991|174.75087333333335
1631142000000|ZMZ4489|HARBOURCAT|-36.836545|174.87101833333332
1631141940000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75492333333332
1631142053000|ZMW7964|KORORA|-36.84133333333333|174.76730166666667
1631141940000|ZMR3723|OSPREY|-36.840265|174.75029666666666
1631142000000|ZMU5423|SEABRIDGE|-36.83637|174.80341333333334
1631142000000|ZMV7638|SEAMASTER|-36.84272833333333|174.89842166666668
1631142000000|ZMR3466|SEAWAY II|-36.858846666666665|174.94142833333333
1631142000000|ZMV7877|SERENITY|-36.80618333333334|174.90427833333334
1631142050000|ZMU2646|TE KOTUKU|-36.84196|174.766735
1631141880000|ZMR2981|TIGER CAT|-36.840741666666666|174.76757833333335
1631142042000|ZMX2703|TOREA|-36.78081|174.99086
1631142048000|ZMX8794|IKA KAKAHI|-36.83915833333333|174.75139666666666
1631142060000|ZMG2004|ADVENTURER|-36.83813333333333|174.76682833333334
1631142088000|ZMG3426|KEKENO|-36.84226666666667|174.76630666666668
1631142085000|ZMS7101|CLIPPER II|-36.88971|174.98972
1631142082000|ZMT3984|CLIPPER 3|-36.88957333333333|174.98965333333334
1631142085000|ZMU7402|D6 |-36.84103666666667|174.76743333333334
1631142088000|ZME7070|D7 |-36.82689333333333|174.72770333333332
1631142000000|ZMZ6487|DISCOVERY I|-36.84249333333333|174.76256333333333
1631141700000|ZMA2422|DISCOVERY III|-36.83991|174.75087333333335
1631142060000|ZMZ4489|HARBOURCAT|-36.83550666666667|174.86747
1631141940000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75492333333332
1631142082000|ZMW7964|KORORA|-36.84133|174.76730166666667
1631141940000|ZMR3723|OSPREY|-36.840265|174.75029666666666
1631142060000|ZMU5423|SEABRIDGE|-36.83627666666667|174.80556
1631142060000|ZMV7638|SEAMASTER|-36.84375166666667|174.89618833333333
1631142000000|ZMR3466|SEAWAY II|-36.858846666666665|174.94142833333333
1631142060000|ZMV7877|SERENITY|-36.80441666666667|174.90765166666668
1631142089000|ZMU2646|TE KOTUKU|-36.84193666666667|174.76672166666665
1631142060000|ZMR2981|TIGER CAT|-36.84072666666667|174.76759
1631142082000|ZMX2703|TOREA|-36.78075666666667|174.98908333333333
1631142087000|ZMX8794|IKA KAKAHI|-36.83915666666667|174.751395
1631142060000|ZMG2004|ADVENTURER|-36.837468333333334|174.765995
1631142113000|ZMG3426|KEKENO|-36.84164833333333|174.76631
1631142106000|ZMS7101|CLIPPER II|-36.88971333333333|174.98972
1631142113000|ZMT3984|CLIPPER 3|-36.88956666666667|174.98965333333334
1631142105000|ZMU7402|D6 |-36.84103833333333|174.76744166666666
1631142112000|ZME7070|D7 |-36.82678166666667|174.73146666666668
1631142000000|ZMZ6487|DISCOVERY I|-36.84249333333333|174.76256333333333
1631142060000|ZMA2422|DISCOVERY III|-36.8399|174.75087666666667
1631142060000|ZMZ4489|HARBOURCAT|-36.83459833333333|174.86374166666667
1631141940000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75492333333332
1631142113000|ZMW7964|KORORA|-36.84133|174.76729666666665
1631141940000|ZMR3723|OSPREY|-36.840265|174.75029666666666
1631142060000|ZMU5423|SEABRIDGE|-36.83607333333333|174.80765333333332
1631142060000|ZMV7638|SEAMASTER|-36.84375166666667|174.89618833333333
1631142000000|ZMR3466|SEAWAY II|-36.858846666666665|174.94142833333333
1631142060000|ZMV7877|SERENITY|-36.802875|174.91061
1631142110000|ZMU2646|TE KOTUKU|-36.84193333333333|174.76673333333332
1631142060000|ZMR2981|TIGER CAT|-36.84072666666667|174.76759
1631142102000|ZMX2703|TOREA|-36.780855|174.98814833333333
1631142108000|ZMX8794|IKA KAKAHI|-36.839151666666666|174.75139333333334
1631142120000|ZMG2004|ADVENTURER|-36.836868333333335|174.76492
1631142148000|ZMG3426|KEKENO|-36.8406|174.76691166666666
1631142145000|ZMS7101|CLIPPER II|-36.88971|174.98968
1631142142000|ZMT3984|CLIPPER 3|-36.889563333333335|174.98965333333334
1631142146000|ZMU7402|D6 |-36.84106|174.76745
1631142146000|ZME7070|D7 |-36.82561|174.73656
1631142000000|ZMZ6487|DISCOVERY I|-36.84249333333333|174.76256333333333
1631142060000|ZMA2422|DISCOVERY III|-36.8399|174.75087666666667
1631142120000|ZMZ4489|HARBOURCAT|-36.83370166666667|174.86038166666665
1631142120000|ZMQ7781|ISLAND NAVIGATOR|-36.83793|174.75494333333333
1631142143000|ZMW7964|KORORA|-36.84133166666667|174.76729333333333
1631141940000|ZMR3723|OSPREY|-36.840265|174.75029666666666
1631142120000|ZMU5423|SEABRIDGE|-36.835613333333335|174.80986666666666
1631142120000|ZMV7638|SEAMASTER|-36.84435833333333|174.89393666666666
1631142000000|ZMR3466|SEAWAY II|-36.858846666666665|174.94142833333333
1631142120000|ZMV7877|SERENITY|-36.80108166666667|174.91367
1631142149000|ZMU2646|TE KOTUKU|-36.84197|174.76674
1631142060000|ZMR2981|TIGER CAT|-36.84072666666667|174.76759
1631142142000|ZMX2703|TOREA|-36.781095|174.986125
1631142147000|ZMX8794|IKA KAKAHI|-36.83916333333333|174.7514
1631142180000|ZMG2004|ADVENTURER|-36.836378333333336|174.76387833333334
1631142177000|ZMG3426|KEKENO|-36.839731666666665|174.76744666666667
1631142174000|ZMS7101|CLIPPER II|-36.88971333333333|174.98972
1631142173000|ZMT3984|CLIPPER 3|-36.88956|174.98965333333334
1631142174000|ZMU7402|D6 |-36.841045|174.76744333333335
1631142178000|ZME7070|D7 |-36.82644166666667|174.74131666666668
1631142000000|ZMZ6487|DISCOVERY I|-36.84249333333333|174.76256333333333
1631142060000|ZMA2422|DISCOVERY III|-36.8399|174.75087666666667
1631142120000|ZMZ4489|HARBOURCAT|-36.83275833333333|174.856635
1631142120000|ZMQ7781|ISLAND NAVIGATOR|-36.83793|174.75494333333333
1631142173000|ZMW7964|KORORA|-36.84133|174.7673
1631141940000|ZMR3723|OSPREY|-36.840265|174.75029666666666
1631142180000|ZMU5423|SEABRIDGE|-36.83512|174.81162666666665
1631142180000|ZMV7638|SEAMASTER|-36.84481|174.893025
1631142000000|ZMR3466|SEAWAY II|-36.858846666666665|174.94142833333333
1631142180000|ZMV7877|SERENITY|-36.79914|174.916805
1631142170000|ZMU2646|TE KOTUKU|-36.84197|174.76674166666666
1631142060000|ZMR2981|TIGER CAT|-36.84072666666667|174.76759
1631142173000|ZMX2703|TOREA|-36.780881666666666|174.984375
1631142177000|ZMX8794|IKA KAKAHI|-36.839165|174.75140166666668
1631142180000|ZMG2004|ADVENTURER|-36.835966666666664|174.76271666666668
1631142204000|ZMG3426|KEKENO|-36.83905333333333|174.76816166666666
1631142196000|ZMS7101|CLIPPER II|-36.88971333333333|174.98972
1631142202000|ZMT3984|CLIPPER 3|-36.889563333333335|174.98965333333334
1631142194000|ZMU7402|D6 |-36.841045|174.767425
1631142202000|ZME7070|D7 |-36.827933333333334|174.74455166666667
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142060000|ZMA2422|DISCOVERY III|-36.8399|174.75087666666667
1631142180000|ZMZ4489|HARBOURCAT|-36.83186166666667|174.85318333333333
1631142120000|ZMQ7781|ISLAND NAVIGATOR|-36.83793|174.75494333333333
1631142203000|ZMW7964|KORORA|-36.84132833333334|174.767305
1631141940000|ZMR3723|OSPREY|-36.840265|174.75029666666666
1631142180000|ZMU5423|SEABRIDGE|-36.83441666666667|174.81384
1631142180000|ZMV7638|SEAMASTER|-36.84481|174.893025
1631142000000|ZMR3466|SEAWAY II|-36.858846666666665|174.94142833333333
1631142180000|ZMV7877|SERENITY|-36.79693833333334|174.91989166666667
1631142199000|ZMU2646|TE KOTUKU|-36.841971666666666|174.76673666666667
1631142060000|ZMR2981|TIGER CAT|-36.84072666666667|174.76759
1631142202000|ZMX2703|TOREA|-36.779925|174.98080833333333
1631142199000|ZMX8794|IKA KAKAHI|-36.83916333333333|174.7514
1631142180000|ZMG2004|ADVENTURER|-36.83559|174.760775
1631142237000|ZMG3426|KEKENO|-36.83846833333333|174.76938166666667
1631142234000|ZMS7101|CLIPPER II|-36.889723333333336|174.98972
1631142211000|ZMT3984|CLIPPER 3|-36.889563333333335|174.98965333333334
1631142236000|ZMU7402|D6 |-36.84106|174.767445
1631142238000|ZME7070|D7 |-36.829053333333334|174.74991333333332
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142060000|ZMA2422|DISCOVERY III|-36.8399|174.75087666666667
1631142180000|ZMZ4489|HARBOURCAT|-36.83099833333333|174.849475
1631142120000|ZMQ7781|ISLAND NAVIGATOR|-36.83793|174.75494333333333
1631142233000|ZMW7964|KORORA|-36.841323333333335|174.76730666666666
1631141940000|ZMR3723|OSPREY|-36.840265|174.75029666666666
1631142240000|ZMU5423|SEABRIDGE|-36.83381333333333|174.81553333333332
1631142240000|ZMV7638|SEAMASTER|-36.84641666666667|174.892255
1631142180000|ZMR3466|SEAWAY II|-36.858925|174.94117166666666
1631142180000|ZMV7877|SERENITY|-36.794865|174.92225666666667
1631142239000|ZMU2646|TE KOTUKU|-36.841991666666665|174.766745
1631142060000|ZMR2981|TIGER CAT|-36.84072666666667|174.76759
1631142238000|ZMX2703|TOREA|-36.780033333333336|174.97510166666666
1631142237000|ZMX8794|IKA KAKAHI|-36.83916|174.75140333333334
1631142240000|ZMG2004|ADVENTURER|-36.835335|174.759475
1631142267000|ZMG3426|KEKENO|-36.837981666666664|174.77076833333334
1631142265000|ZMS7101|CLIPPER II|-36.88973|174.98972
1631142271000|ZMT3984|CLIPPER 3|-36.88956666666667|174.98965333333334
1631142254000|ZMU7402|D6 |-36.841065|174.76744833333333
1631142270000|ZME7070|D7 |-36.82906833333333|174.75483166666666
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142060000|ZMA2422|DISCOVERY III|-36.8399|174.75087666666667
1631142240000|ZMZ4489|HARBOURCAT|-36.830398333333335|174.84584666666666
1631142120000|ZMQ7781|ISLAND NAVIGATOR|-36.83793|174.75494333333333
1631142263000|ZMW7964|KORORA|-36.84131333333333|174.76730333333333
1631141940000|ZMR3723|OSPREY|-36.840265|174.75029666666666
1631142240000|ZMU5423|SEABRIDGE|-36.83313|174.81748
1631142240000|ZMV7638|SEAMASTER|-36.847295|174.892135
1631142180000|ZMR3466|SEAWAY II|-36.858925|174.94117166666666
1631142240000|ZMV7877|SERENITY|-36.792535|174.92504
1631142264000|XXX0000|FLYING DUTCHMAN|-36.92104333333333|174.85818666666665
1631142271000|ZMU2646|TE KOTUKU|-36.841973333333335|174.76673666666667
1631142240000|ZMR2981|TIGER CAT|-36.840743333333336|174.767585
1631142270000|ZMX2703|TOREA|-36.780625|174.97003833333332
1631142267000|ZMX8794|IKA KAKAHI|-36.839155|174.751405
1631142240000|ZMG2004|ADVENTURER|-36.83535|174.758375
1631142297000|ZMG3426|KEKENO|-36.837545|174.772465
1631142294000|ZMS7101|CLIPPER II|-36.88974|174.98972
1631142303000|ZMT3984|CLIPPER 3|-36.88957333333333|174.98965333333334
1631142304000|ZMU7402|D6 |-36.841076666666666|174.76746833333334
1631142296000|ZME7070|D7 |-36.82914666666667|174.75894166666666
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142240000|ZMA2422|DISCOVERY III|-36.839885|174.75088666666667
1631142240000|ZMZ4489|HARBOURCAT|-36.83012333333333|174.84218166666668
1631142240000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75493
1631142303000|ZMW7964|KORORA|-36.841316666666664|174.76730333333333
1631142300000|ZMR3723|OSPREY|-36.840401666666665|174.750335
1631142240000|ZMU5423|SEABRIDGE|-36.83249|174.81933333333333
1631142300000|ZMV7638|SEAMASTER|-36.848378333333336|174.89198166666668
1631142180000|ZMR3466|SEAWAY II|-36.858925|174.94117166666666
1631142240000|ZMV7877|SERENITY|-36.790213333333334|174.92769166666668
1631142303000|XXX0000|FLYING DUTCHMAN|-36.92104833333333|174.85819333333333
1631142299000|ZMU2646|TE KOTUKU|-36.841966666666664|174.76671833333333
1631142240000|ZMR2981|TIGER CAT|-36.840743333333336|174.767585
1631142297000|ZMX2703|TOREA|-36.78120166666667|174.96575666666666
1631142297000|ZMX8794|IKA KAKAHI|-36.83915|174.75140833333333
1631142300000|ZMG2004|ADVENTURER|-36.83560166666667|174.757325
1631142327000|ZMG3426|KEKENO|-36.83719166666667|174.77440833333333
1631142325000|ZMS7101|CLIPPER II|-36.88973|174.98972
1631142322000|ZMT3984|CLIPPER 3|-36.88956666666667|174.98965333333334
1631142314000|ZMU7402|D6 |-36.841065|174.76745666666667
1631142328000|ZME7070|D7 |-36.829253333333334|174.76390666666666
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142240000|ZMA2422|DISCOVERY III|-36.839885|174.75088666666667
1631142300000|ZMZ4489|HARBOURCAT|-36.830185|174.83862
1631142240000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75493
1631142323000|ZMW7964|KORORA|-36.841316666666664|174.76730666666666
1631142300000|ZMR3723|OSPREY|-36.840401666666665|174.750335
1631142300000|ZMU5423|SEABRIDGE|-36.83184|174.82116
1631142300000|ZMV7638|SEAMASTER|-36.84937166666667|174.891885
1631142300000|ZMR3466|SEAWAY II|-36.858423333333334|174.941585
1631142300000|ZMV7877|SERENITY|-36.78794|174.93025166666666
1631142324000|XXX0000|FLYING DUTCHMAN|-36.92105333333333|174.858205
1631142321000|ZMU2646|TE KOTUKU|-36.84195166666667|174.76672
1631142240000|ZMR2981|TIGER CAT|-36.840743333333336|174.767585
1631142327000|ZMX2703|TOREA|-36.781815|174.96096833333334
1631142329000|ZMX8794|IKA KAKAHI|-36.839155|174.75140333333334
1631142300000|ZMG2004|ADVENTURER|-36.83591833333333|174.75621
1631142357000|ZMG3426|KEKENO|-36.836931666666665|174.77642666666668
1631142354000|ZMS7101|CLIPPER II|-36.88972|174.98972
1631142352000|ZMT3984|CLIPPER 3|-36.889563333333335|174.98965333333334
1631142356000|ZMU7402|D6 |-36.84106833333333|174.76744666666667
1631142356000|ZME7070|D7 |-36.829723333333334|174.76531666666668
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142240000|ZMA2422|DISCOVERY III|-36.839885|174.75088666666667
1631142300000|ZMZ4489|HARBOURCAT|-36.83047833333333|174.834815
1631142240000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75493
1631142353000|ZMW7964|KORORA|-36.841315|174.76730666666666
1631142300000|ZMR3723|OSPREY|-36.840401666666665|174.750335
1631142300000|ZMU5423|SEABRIDGE|-36.83115333333333|174.82308
1631142300000|ZMV7638|SEAMASTER|-36.850225|174.89179
1631142360000|ZMR3466|SEAWAY II|-36.858246666666666|174.941765
1631142300000|ZMV7877|SERENITY|-36.785435|174.93269833333332
1631142353000|XXX0000|FLYING DUTCHMAN|-36.921025|174.85819166666667
1631142350000|ZMU2646|TE KOTUKU|-36.84195833333333|174.76672666666667
1631142240000|ZMR2981|TIGER CAT|-36.840743333333336|174.767585
1631142357000|ZMX2703|TOREA|-36.78259|174.956205
1631142357000|ZMX8794|IKA KAKAHI|-36.83915666666667|174.75139666666666
1631142360000|ZMG2004|ADVENTURER|-36.83633|174.75499166666665
1631142387000|ZMG3426|KEKENO|-36.836685|174.77848166666666
1631142376000|ZMS7101|CLIPPER II|-36.88971333333333|174.98972
1631142391000|ZMT3984|CLIPPER 3|-36.88956666666667|174.98965333333334
1631142374000|ZMU7402|D6 |-36.841076666666666|174.76744
1631142382000|ZME7070|D7 |-36.830931666666665|174.765665
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142240000|ZMA2422|DISCOVERY III|-36.839885|174.75088666666667
1631142360000|ZMZ4489|HARBOURCAT|-36.83095|174.8313
1631142240000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75493
1631142393000|ZMW7964|KORORA|-36.84131333333333|174.767305
1631142300000|ZMR3723|OSPREY|-36.840401666666665|174.750335
1631142360000|ZMU5423|SEABRIDGE|-36.83049666666667|174.825
1631142360000|ZMV7638|SEAMASTER|-36.851425|174.891665
1631142360000|ZMR3466|SEAWAY II|-36.85809166666667|174.94194166666668
1631142360000|ZMV7877|SERENITY|-36.78284333333333|174.93497166666666
1631142394000|XXX0000|FLYING DUTCHMAN|-36.921011666666665|174.85819166666667
1631142370000|ZMU2646|TE KOTUKU|-36.841965|174.766745
1631142240000|ZMR2981|TIGER CAT|-36.840743333333336|174.767585
1631142382000|ZMX2703|TOREA|-36.78339|174.95231833333332
1631142389000|ZMX8794|IKA KAKAHI|-36.839155|174.7514
1631142360000|ZMG2004|ADVENTURER|-36.83702666666667|174.753965
1631142417000|ZMG3426|KEKENO|-36.836505|174.78055833333335
1631142416000|ZMS7101|CLIPPER II|-36.88972|174.98972
1631142412000|ZMT3984|CLIPPER 3|-36.88956666666667|174.98965333333334
1631142416000|ZMU7402|D6 |-36.84108333333333|174.76741
1631142418000|ZME7070|D7 |-36.83265333333333|174.76611666666668
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142240000|ZMA2422|DISCOVERY III|-36.839885|174.75088666666667
1631142360000|ZMZ4489|HARBOURCAT|-36.83148166666667|174.82789833333334
1631142240000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75493
1631142413000|ZMW7964|KORORA|-36.84131|174.76730333333333
1631142300000|ZMR3723|OSPREY|-36.840401666666665|174.750335
1631142360000|ZMU5423|SEABRIDGE|-36.829903333333334|174.82685333333333
1631142420000|ZMV7638|SEAMASTER|-36.85245|174.89164333333332
1631142420000|ZMR3466|SEAWAY II|-36.85796333333333|174.942145
1631142360000|ZMV7877|SERENITY|-36.78006333333333|174.93732
1631142413000|XXX0000|FLYING DUTCHMAN|-36.92100666666666|174.85819
1631142410000|ZMU2646|TE KOTUKU|-36.84195833333333|174.766725
1631142240000|ZMR2981|TIGER CAT|-36.840743333333336|174.767585
1631142420000|ZMX2703|TOREA|-36.78494666666667|174.94666
1631142418000|ZMX8794|IKA KAKAHI|-36.83915666666667|174.7514
1631142360000|ZMG2004|ADVENTURER|-36.83702666666667|174.753965
1631142447000|ZMG3426|KEKENO|-36.836308333333335|174.78265333333334
1631142445000|ZMS7101|CLIPPER II|-36.88973|174.98972
1631142451000|ZMT3984|CLIPPER 3|-36.88957333333333|174.98965333333334
1631142434000|ZMU7402|D6 |-36.841065|174.76741
1631142452000|ZME7070|D7 |-36.8343|174.76648166666666
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142240000|ZMA2422|DISCOVERY III|-36.839885|174.75088666666667
1631142420000|ZMZ4489|HARBOURCAT|-36.83238|174.82465
1631142240000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75493
1631142443000|ZMW7964|KORORA|-36.84130833333333|174.76730333333333
1631142300000|ZMR3723|OSPREY|-36.840401666666665|174.750335
1631142420000|ZMU5423|SEABRIDGE|-36.82927333333333|174.82881333333333
1631142420000|ZMV7638|SEAMASTER|-36.853365|174.891665
1631142420000|ZMR3466|SEAWAY II|-36.857815|174.9423
1631142420000|ZMV7877|SERENITY|-36.77751333333333|174.93935333333334
1631142444000|XXX0000|FLYING DUTCHMAN|-36.921018333333336|174.85819333333333
1631142451000|ZMU2646|TE KOTUKU|-36.841881666666666|174.76663
1631142420000|ZMR2981|TIGER CAT|-36.84073166666667|174.76757333333333
1631142452000|ZMX2703|TOREA|-36.7861|174.94197
1631142449000|ZMX8794|IKA KAKAHI|-36.83916166666667|174.75140166666668
1631142420000|ZMG2004|ADVENTURER|-36.838235|174.75227166666667
1631142477000|ZMG3426|KEKENO|-36.83609166666667|174.784775
1631142476000|ZMS7101|CLIPPER II|-36.88972666666667|174.98972
1631142483000|ZMT3984|CLIPPER 3|-36.88957333333333|174.98965333333334
1631142476000|ZMU7402|D6 |-36.841065|174.767455
1631142482000|ZME7070|D7 |-36.835771666666666|174.766805
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142420000|ZMA2422|DISCOVERY III|-36.83989833333333|174.75087833333333
1631142420000|ZMZ4489|HARBOURCAT|-36.83363166666667|174.82173666666668
1631142420000|ZMQ7781|ISLAND NAVIGATOR|-36.837945|174.75493
1631142483000|ZMW7964|KORORA|-36.841315|174.76730666666666
1631142300000|ZMR3723|OSPREY|-36.840401666666665|174.750335
1631142420000|ZMU5423|SEABRIDGE|-36.82870333333333|174.83050666666668
1631142480000|ZMV7638|SEAMASTER|-36.85437|174.89173
1631142480000|ZMR3466|SEAWAY II|-36.8577|174.942495
1631142420000|ZMV7877|SERENITY|-36.77484666666667|174.94110166666667
1631142483000|XXX0000|FLYING DUTCHMAN|-36.92102333333333|174.8582
1631142479000|ZMU2646|TE KOTUKU|-36.841928333333335|174.76674166666666
1631142420000|ZMR2981|TIGER CAT|-36.84073166666667|174.76757333333333
1631142482000|ZMX2703|TOREA|-36.78722833333333|174.937615
1631142478000|ZMX8794|IKA KAKAHI|-36.83916|174.75140166666668
1631142480000|ZMG2004|ADVENTURER|-36.838696666666664|174.751595
1631142508000|ZMG3426|KEKENO|-36.835793333333335|174.78693666666666
1631142505000|ZMS7101|CLIPPER II|-36.88973|174.98972
1631142502000|ZMT3984|CLIPPER 3|-36.88957666666666|174.98965333333334
1631142505000|ZMU7402|D6 |-36.841075|174.76745833333334
1631142504000|ZME7070|D7 |-36.83678833333333|174.76677166666667
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142420000|ZMA2422|DISCOVERY III|-36.83989833333333|174.75087833333333
1631142480000|ZMZ4489|HARBOURCAT|-36.83488666666667|174.81858333333332
1631142420000|ZMQ7781|ISLAND NAVIGATOR|-36.837945|174.75493
1631142503000|ZMW7964|KORORA|-36.841316666666664|174.767305
1631142300000|ZMR3723|OSPREY|-36.840401666666665|174.750335
1631142480000|ZMU5423|SEABRIDGE|-36.82814|174.83238666666668
1631142480000|ZMV7638|SEAMASTER|-36.85437|174.89173
1631142480000|ZMR3466|SEAWAY II|-36.8577|174.942495
1631142480000|ZMV7877|SERENITY|-36.771991666666665|174.942645
1631142504000|XXX0000|FLYING DUTCHMAN|-36.92102|174.85819833333332
1631142501000|ZMU2646|TE KOTUKU|-36.841946666666665|174.76672
1631142420000|ZMR2981|TIGER CAT|-36.84073166666667|174.76757333333333
1631142510000|ZMX2703|TOREA|-36.78844|174.93367666666666
1631142499000|ZMX8794|IKA KAKAHI|-36.83915666666667|174.75139833333333
1631142480000|ZMG2004|ADVENTURER|-36.83869|174.75172333333333
1631142527000|ZMG3426|KEKENO|-36.83555166666667|174.788315
1631142526000|ZMS7101|CLIPPER II|-36.88972666666667|174.98972
1631142521000|ZMT3984|CLIPPER 3|-36.88957333333333|174.98965333333334
1631142524000|ZMU7402|D6 |-36.841071666666664|174.767465
1631142530000|ZME7070|D7 |-36.83772666666667|174.76678833333332
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142420000|ZMA2422|DISCOVERY III|-36.83989833333333|174.75087833333333
1631142480000|ZMZ4489|HARBOURCAT|-36.836128333333335|174.81555333333333
1631142420000|ZMQ7781|ISLAND NAVIGATOR|-36.837945|174.75493
1631142523000|ZMW7964|KORORA|-36.84132|174.7673
1631142300000|ZMR3723|OSPREY|-36.840401666666665|174.750335
1631142480000|ZMU5423|SEABRIDGE|-36.82756|174.83424
1631142480000|ZMV7638|SEAMASTER|-36.855441666666664|174.89189833333333
1631142480000|ZMR3466|SEAWAY II|-36.857578333333336|174.94274166666668
1631142480000|ZMV7877|SERENITY|-36.769095|174.94410833333333
1631142524000|XXX0000|FLYING DUTCHMAN|-36.921005|174.85819166666667
1631142530000|ZMU2646|TE KOTUKU|-36.841965|174.76675
1631142420000|ZMR2981|TIGER CAT|-36.84073166666667|174.76757333333333
1631142530000|ZMX2703|TOREA|-36.789388333333335|174.93089833333335
1631142529000|ZMX8794|IKA KAKAHI|-36.83914333333333|174.75139333333334
1631142540000|ZMG2004|ADVENTURER|-36.838278333333335|174.75181666666666
1631142568000|ZMG3426|KEKENO|-36.83494833333334|174.79102166666667
1631142565000|ZMS7101|CLIPPER II|-36.88972666666667|174.98972
1631142563000|ZMT3984|CLIPPER 3|-36.88957666666666|174.98965333333334
1631142565000|ZMU7402|D6 |-36.84106833333333|174.767465
1631142566000|ZME7070|D7 |-36.83879833333334|174.76673
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142420000|ZMA2422|DISCOVERY III|-36.83989833333333|174.75087833333333
1631142540000|ZMZ4489|HARBOURCAT|-36.83737|174.81254166666668
1631142420000|ZMQ7781|ISLAND NAVIGATOR|-36.837945|174.75493
1631142563000|ZMW7964|KORORA|-36.84133166666667|174.76729666666665
1631142300000|ZMR3723|OSPREY|-36.840401666666665|174.750335
1631142540000|ZMU5423|SEABRIDGE|-36.82694333333333|174.83638666666667
1631142540000|ZMV7638|SEAMASTER|-36.85749833333333|174.89254
1631142480000|ZMR3466|SEAWAY II|-36.857578333333336|174.94274166666668
1631142540000|ZMV7877|SERENITY|-36.7661|174.94559166666667
1631142564000|XXX0000|FLYING DUTCHMAN|-36.92102333333333|174.85821
1631142569000|ZMU2646|TE KOTUKU|-36.84195|174.76672833333333
1631142420000|ZMR2981|TIGER CAT|-36.84073166666667|174.76757333333333
1631142570000|ZMX2703|TOREA|-36.79201666666667|174.92582
1631142569000|ZMX8794|IKA KAKAHI|-36.83913833333333|174.751395
1631142540000|ZMG2004|ADVENTURER|-36.83864166666667|174.75165166666667
1631142597000|ZMG3426|KEKENO|-36.83435333333333|174.79286833333333
1631142596000|ZMS7101|CLIPPER II|-36.88972666666667|174.98972
1631142592000|ZMT3984|CLIPPER 3|-36.88957333333333|174.98965333333334
1631142596000|ZMU7402|D6 |-36.84107|174.76745666666667
1631142592000|ZME7070|D7 |-36.83947666666667|174.76658833333335
1631142180000|ZMZ6487|DISCOVERY I|-36.842505|174.762575
1631142420000|ZMA2422|DISCOVERY III|-36.83989833333333|174.75087833333333
1631142540000|ZMZ4489|HARBOURCAT|-36.838541666666664|174.80960833333333
